vertex ID,cs,positions,phenotype_id
3442,ENSG00000134324.grp_1.contained.ENST00000449576_L1_FUSION.adipose_naive_txrev,"[11783292, 11784824, 11787397, 11789273, 11792047, 11792209, 11796672]",ENSG00000134324
3443,ENSG00000115232.grp_1.contained.ENST00000465522_L1_BLUEPRINT_PE.T-cell_txrev,[181476927],ENSG00000115232
3444,ENSG00000115073.grp_1.contained.ENST00000289228_L1_GTEx.adipose_subcutaneous_txrev,"[97003208, 97055630, 97080789, 97226075, 97658891]",ENSG00000115073
3445,ENSG00000124006.grp_1.contained.ENST00000462385_L1_GTEx.esophagus_muscularis_txrev,"[219562625, 219562706]",ENSG00000124006
3446,ENSG00000168395.grp_2.contained.ENST00000486061_L1_GTEx.brain_cerebellar_hemisphere_txrev,[241728478],ENSG00000168395
3447,ENSG00000118640.grp_2.contained.ENST00000263864_L1_GTEx.adipose_subcutaneous_txrev,"[85565261, 85567174, 85567292]",ENSG00000118640
3448,ENSG00000124006.grp_2.contained.ENST00000373876_L1_GTEx.skin_not_sun_exposed_txrev,"[219562625, 219562706]",ENSG00000124006
3449,ENSG00000115594.grp_1.contained.ENST00000430171_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[102147500, 102152913, 102158704]",ENSG00000115594
3450,ENSG00000163017.grp_1.contained.ENST00000409731_L1_GTEx.artery_coronary_txrev,"[73901264, 73901306, 73901778, 73903679, 73910870]",ENSG00000163017
3451,ENSG00000170745.grp_1.contained.ENST00000403915_L1_GTEx.lung_txrev,"[17910258, 17915233, 17916523, 17918565, 17919408]",ENSG00000170745
3452,ENSG00000068024.grp_1.contained.ENST00000493582_L1_GTEx.prostate_txrev,"[239093078, 239094088, 239094707, 239097116, 239098926, 239101030, 239101379]",ENSG00000068024
3453,ENSG00000115457.grp_1.contained.ENST00000434997_L1_BLUEPRINT_SE.monocyte_txrev,"[216619501, 216619506]",ENSG00000115457
3454,ENSG00000067066.grp_2.contained.ENST00000413284_L1_GTEx.artery_tibial_txrev,"[230464005, 230467564, 230468542, 230470968]",ENSG00000067066
3455,ENSG00000115750.grp_1.contained.ENST00000263663_L1_GTEx.adipose_subcutaneous_txrev,"[9843557, 9845541]",ENSG00000115750
3456,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.skin_sun_exposed_txrev,"[86899541, 86920194, 86943945]",ENSG00000183281
3457,ENSG00000077044.grp_1.contained.ENST00000474488_L1_GTEx.thyroid_txrev,[233445599],ENSG00000077044
3458,ENSG00000134324.grp_1.contained.ENST00000475922_L1_ROSMAP.brain_naive_txrev,[11797032],ENSG00000134324
3459,ENSG00000144115.grp_1.contained.ENST00000475910_L1_GTEx.esophagus_gej_txrev,"[88147918, 88151086, 88153221, 88160073, 88163636, 88166479, 88168057]",ENSG00000144115
3460,ENSG00000063660.grp_1.contained.ENST00000469694_L1_Schwartzentruber_2018.sensory_neuron_txrev,"[240465983, 240467232, 240469764, 240470464, 240471872, 240472707, 240473010, 240476530, 240477861]",ENSG00000063660
3461,ENSG00000134324.grp_1.contained.ENST00000475922_L1_GTEx.heart_atrial_appendage_txrev,[11784824],ENSG00000134324
3462,ENSG00000144115.grp_1.contained.ENST00000377254_L1_GTEx.artery_aorta_txrev,"[88184590, 88187909, 88201142, 88203796, 88223685, 88225412, 88227461]",ENSG00000144115
3463,ENSG00000115306.grp_2.contained.ENST00000602898_L1_BLUEPRINT_SE.neutrophil_txrev,[54560455],ENSG00000115306
3464,ENSG00000144218.grp_1.contained.ENST00000498090_L1_BLUEPRINT_PE.T-cell_txrev,"[100030066, 100102799, 100106446, 100113756]",ENSG00000144218
3465,ENSG00000124380.grp_2.contained.ENST00000244227_L1_GEUVADIS.LCL_txrev,"[69904531, 69904659, 69904832, 69906932, 69914387]",ENSG00000124380
3466,ENSG00000119147.grp_1.contained.ENST00000479337_L1_GTEx.pituitary_txrev,[106073280],ENSG00000119147
3467,ENSG00000153208.grp_1.contained.ENST00000473065_L4_GTEx.thyroid_txrev,"[111935267, 112003823]",ENSG00000153208
3468,ENSG00000151689.grp_2.contained.ENST00000322522_L2_GTEx.esophagus_mucosa_txrev,"[190364322, 190364809, 190365620, 190366732, 190367179, 190367261, 190367655, 190368449, 190368650]",ENSG00000151689
3469,ENSG00000119185.grp_2.contained.ENST00000464228_L1_GENCORD.fibroblast_txrev,"[9408522, 9410317, 9410592, 9411584, 9412250, 9413460, 9414151]",ENSG00000119185
3470,ENSG00000123607.grp_2.contained.ENST00000489714_L1_GTEx.testis_txrev,"[165863084, 165863636, 165864741, 165867464, 165873172, 165878971]",ENSG00000123607
3471,ENSG00000077044.grp_1.contained.ENST00000474488_L1_GTEx.stomach_txrev,[233445599],ENSG00000077044
3472,ENSG00000144028.grp_1.contained.ENST00000480615_L1_GTEx.adipose_subcutaneous_txrev,"[95818122, 95985415, 96097841, 96247794, 96284617]",ENSG00000144028
3473,ENSG00000151353.grp_2.contained.ENST00000281017_L1_van_de_Bunt_2015.pancreatic_islet_txrev,"[671939, 674963, 676177]",ENSG00000151353
3474,ENSG00000035115.grp_2.contained.ENST00000454318_L1_GTEx.thyroid_txrev,[242793],ENSG00000035115
3475,ENSG00000084734.grp_2.contained.ENST00000264717_L1_Quach_2016.monocyte_R848_txrev,"[27360289, 27360406, 27360739, 27362518, 27365055, 27366943]",ENSG00000084734
3476,ENSG00000125551.grp_1.contained.ENST00000359481_L1_GTEx.lung_txrev,[87078688],ENSG00000125551
3477,ENSG00000153208.grp_2.contained.ENST00000439966_L2_Alasoo_2018.macrophage_naive_txrev,"[112157107, 112157108, 112157114]",ENSG00000153208
3478,ENSG00000124006.grp_1.contained.ENST00000404537_L1_GTEx.vagina_txrev,"[219562625, 219562706]",ENSG00000124006
3479,ENSG00000173272.grp_1.contained.ENST00000427024_L2_GTEx.LCL_txrev,[131466738],ENSG00000173272
3480,ENSG00000115307.grp_1.contained.ENST00000377526_L1_GEUVADIS.LCL_txrev,[74529049],ENSG00000115307
3481,ENSG00000064989.grp_1.contained.ENST00000461244_L1_GTEx.adipose_visceral_txrev,"[187434015, 187434060, 187440383, 187441070, 187459240, 187461139, 187462224, 187470920, 187482347]",ENSG00000064989
3482,ENSG00000125637.grp_1.contained.ENST00000465592_L2_BLUEPRINT_PE.T-cell_txrev,"[113185893, 113186883, 113187253, 113187757, 113187878, 113188118]",ENSG00000125637
3483,ENSG00000151665.grp_1.contained.ENST00000482786_L1_GTEx.esophagus_muscularis_txrev,"[46555050, 46563858, 46564710, 46577492, 46578769, 46578947, 46581104, 46591853]",ENSG00000151665
3484,ENSG00000118004.grp_2.contained.ENST00000416132_L1_GTEx.adipose_subcutaneous_txrev,[3577209],ENSG00000118004
3485,ENSG00000144115.grp_2.contained.ENST00000475910_L1_GTEx.testis_txrev,"[88147373, 88147918, 88151086, 88153221, 88161993, 88163636, 88165321, 88168057]",ENSG00000144115
3486,ENSG00000171853.grp_1.contained.ENST00000469147_L1_Quach_2016.monocyte_naive_txrev,"[3468827, 3469903, 3470928, 3471072, 3472663, 3472959, 3473241, 3473475]",ENSG00000171853
3487,ENSG00000151353.grp_2.contained.ENST00000281017_L2_GTEx.thyroid_txrev,[710027],ENSG00000151353
3488,ENSG00000124006.grp_1.contained.ENST00000404537_L1_GTEx.adipose_subcutaneous_txrev,[219562706],ENSG00000124006
3489,ENSG00000115274.grp_2.contained.ENST00000471577_L1_GTEx.small_intestine_txrev,[74460131],ENSG00000115274
3490,ENSG00000169016.grp_2.contained.ENST00000471343_L1_GTEx.small_intestine_txrev,"[11467216, 11469225, 11473542]",ENSG00000169016
3491,ENSG00000115073.grp_1.contained.ENST00000289228_L1_GTEx.LCL_txrev,[97658891],ENSG00000115073
3492,ENSG00000188674.grp_2.contained.ENST00000451342_L1_GTEx.brain_cortex_txrev,"[208168592, 208168843, 208170141, 208171212, 208172164]",ENSG00000188674
3493,ENSG00000228784.grp_2.contained.ENST00000449086_L1_Schmiedel_2018.CD8_T-cell_naive_txrev,[19877098],ENSG00000228784
3494,ENSG00000030419.grp_2.contained.ENST00000431520_L1_Schmiedel_2018.Treg_naive_txrev,"[213006985, 213011526, 213013140, 213016120, 213021730, 213025508, 213032584]",ENSG00000030419
3495,ENSG00000072163.grp_2.contained.ENST00000324938_L1_GTEx.pancreas_txrev,[127648067],ENSG00000072163
3496,ENSG00000151353.grp_1.contained.ENST00000497508_L1_GTEx.stomach_txrev,"[692267, 710027]",ENSG00000151353
3497,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.nerve_tibial_txrev,"[86899541, 86920194]",ENSG00000183281
3498,ENSG00000196975.grp_1.contained.ENST00000472124_L1_GTEx.artery_aorta_txrev,"[69115611, 69115742, 69115743]",ENSG00000196975
3499,ENSG00000115919.grp_1.contained.ENST00000375773_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[142880449, 142881397]",ENSG00000115919
3500,ENSG00000091409.grp_2.contained.ENST00000264107_L1_BLUEPRINT_PE.T-cell_txrev,"[172487375, 172488590, 172490229, 172490283, 172492673, 172492799, 172493757, 172526208, 172526240]",ENSG00000091409
3501,ENSG00000119147.grp_2.contained.ENST00000409944_L1_GTEx.breast_txrev,"[106071000, 106073280]",ENSG00000119147
3502,ENSG00000180902.grp_2.contained.ENST00000468064_L1_FUSION.muscle_naive_txrev,"[241760637, 241761545, 241762000, 241763768, 241764646, 241767686]",ENSG00000180902
3503,ENSG00000115274.grp_2.contained.ENST00000471577_L1_GTEx.breast_txrev,[74513834],ENSG00000115274
3504,ENSG00000115267.grp_1.contained.ENST00000649979_L1_van_de_Bunt_2015.pancreatic_islet_txrev,"[162279995, 162280432]",ENSG00000115267
3505,ENSG00000068024.grp_2.contained.ENST00000345617_L1_GTEx.heart_left_ventricle_txrev,"[239093078, 239094088, 239094707, 239097116, 239098926, 239101030, 239101379]",ENSG00000068024
3506,ENSG00000119147.grp_2.contained.ENST00000479337_L1_FUSION.muscle_naive_txrev,"[106071000, 106073280]",ENSG00000119147
3507,ENSG00000115825.grp_2.contained.ENST00000443977_L1_GTEx.colon_sigmoid_txrev,[36777042],ENSG00000115825
3508,ENSG00000115267.grp_1.contained.ENST00000648433_L1_TwinsUK.fat_txrev,"[162279995, 162280432]",ENSG00000115267
3509,ENSG00000115274.grp_2.contained.ENST00000409493_L1_GTEx.brain_cerebellar_hemisphere_txrev,"[74460131, 74492783, 74498051, 74498677, 74499633, 74513834, 74518953]",ENSG00000115274
3510,ENSG00000072163.grp_2.contained.ENST00000413578_L1_GTEx.esophagus_gej_txrev,[127648067],ENSG00000072163
3511,ENSG00000152689.grp_1.contained.ENST00000482857_L1_GEUVADIS.LCL_txrev,[33521266],ENSG00000152689
3512,ENSG00000072163.grp_1.contained.ENST00000469300_L1_ROSMAP.brain_naive_txrev,"[127638101, 127641317, 127641734]",ENSG00000072163
3513,ENSG00000144120.grp_2.contained.ENST00000424086_L1_GTEx.colon_transverse_txrev,"[119659211, 119664095, 119664371, 119665954, 119673087, 119673698, 119674583, 119675043]",ENSG00000144120
3514,ENSG00000169604.grp_1.contained.ENST00000463335_L1_Alasoo_2018.macrophage_Salmonella_txrev,[69103152],ENSG00000169604
3515,ENSG00000151353.grp_2.contained.ENST00000281017_L2_GTEx.skin_sun_exposed_txrev,[710027],ENSG00000151353
3516,ENSG00000169507.grp_1.contained.ENST00000470576_L1_ROSMAP.brain_naive_txrev,"[164900861, 164902399]",ENSG00000169507
3517,ENSG00000068024.grp_1.contained.ENST00000493582_L1_GTEx.adrenal_gland_txrev,"[239093078, 239094707, 239097116, 239098926]",ENSG00000068024
3518,ENSG00000035115.grp_2.contained.ENST00000454318_L1_GEUVADIS.LCL_txrev,[242793],ENSG00000035115
3519,ENSG00000151689.grp_2.contained.ENST00000470892_L1_GEUVADIS.LCL_txrev,"[190349741, 190351383, 190354389, 190354888, 190355612, 190360026, 190362347, 190366777]",ENSG00000151689
3520,ENSG00000196975.grp_1.contained.ENST00000477632_L1_Quach_2016.monocyte_LPS_txrev,[69742001],ENSG00000196975
3521,ENSG00000115274.grp_2.contained.ENST00000409493_L1_GTEx.esophagus_muscularis_txrev,"[74460131, 74528651, 74529049]",ENSG00000115274
3522,ENSG00000183281.grp_1.contained.ENST00000478636_L1_GTEx.brain_cerebellar_hemisphere_txrev,[87078688],ENSG00000183281
3523,ENSG00000124006.grp_1.contained.ENST00000404537_L1_GTEx.artery_aorta_txrev,"[219562625, 219562706]",ENSG00000124006
3524,ENSG00000134324.grp_1.contained.ENST00000460096_L1_Schmiedel_2018.Th2_memory_txrev,[11784824],ENSG00000134324
3525,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GTEx.adipose_visceral_txrev,"[256414, 272051]",ENSG00000143727
3526,ENSG00000079150.grp_1.contained.ENST00000424785_L1_GTEx.breast_txrev,"[178468382, 178472315, 178474879, 178477226, 178479275, 178493211, 178496478, 178496514, 178504189]",ENSG00000079150
3527,ENSG00000118640.grp_2.contained.ENST00000263864_L1_Quach_2016.monocyte_naive_txrev,"[85581450, 85581748, 85582832]",ENSG00000118640
3528,ENSG00000115085.grp_2.contained.ENST00000487283_L1_FUSION.muscle_naive_txrev,"[97720389, 97722062, 97735841]",ENSG00000115085
3529,ENSG00000144579.grp_1.contained.ENST00000494067_L1_GTEx.fibroblast_txrev,"[218401909, 218403975, 218404080]",ENSG00000144579
3530,ENSG00000143727.grp_2.contained.ENST00000463831_L1_GTEx.brain_cerebellum_txrev,"[291359, 294911, 295844, 297814, 299075]",ENSG00000143727
3531,ENSG00000151689.grp_1.contained.ENST00000470892_L2_GTEx.esophagus_muscularis_txrev,"[190364322, 190364809, 190365620, 190367261, 190367405, 190368449, 190368526, 190368650]",ENSG00000151689
3532,ENSG00000115919.grp_1.contained.ENST00000375773_L1_Quach_2016.monocyte_IAV_txrev,"[142880449, 142881397, 142903137]",ENSG00000115919
3533,ENSG00000144115.grp_2.contained.ENST00000475910_L1_Quach_2016.monocyte_naive_txrev,[88154199],ENSG00000144115
3534,ENSG00000124006.grp_2.contained.ENST00000462385_L1_GTEx.breast_txrev,[219562706],ENSG00000124006
3535,ENSG00000115073.grp_1.contained.ENST00000289228_L1_GTEx.esophagus_mucosa_txrev,"[97003208, 97080789, 97658891]",ENSG00000115073
3536,ENSG00000115073.grp_1.contained.ENST00000451664_L1_ROSMAP.brain_naive_txrev,"[97646864, 97658891]",ENSG00000115073
3537,ENSG00000152291.grp_1.contained.ENST00000398263_L1_GTEx.adipose_subcutaneous_txrev,"[85315563, 85315595, 85319069, 85319492, 85319809, 85320945, 85324061, 85325063, 85325586, 85326661]",ENSG00000152291
3538,ENSG00000138378.grp_1.contained.ENST00000470708_L1_GTEx.fibroblast_txrev,[191041855],ENSG00000138378
3539,ENSG00000240344.grp_1.contained.ENST00000497263_L1_TwinsUK.fat_txrev,[200877622],ENSG00000240344
3540,ENSG00000018280.grp_1.contained.ENST00000354352_L1_Quach_2016.monocyte_Pam3CSK4_txrev,[218385477],ENSG00000018280
3541,ENSG00000125637.grp_1.contained.ENST00000245796_L1_GTEx.skin_not_sun_exposed_txrev,"[113199364, 113199603, 113205258, 113207621, 113207623, 113210163, 113215368, 113215890, 113216619]",ENSG00000125637
3542,ENSG00000125637.grp_1.contained.ENST00000418251_L1_GTEx.prostate_txrev,[113185893],ENSG00000125637
3543,ENSG00000115525.grp_2.contained.ENST00000638572_L1_Lepik_2017.blood_txrev,"[85843315, 85844270, 85852006, 85852091, 85862265, 85870578]",ENSG00000115525
3544,ENSG00000228784.grp_2.contained.ENST00000649549_L1_Schmiedel_2018.CD4_T-cell_naive_txrev,"[19862650, 19877098]",ENSG00000228784
3545,ENSG00000035115.grp_2.contained.ENST00000454318_L1_BrainSeq.brain_txrev,"[217560, 220889, 231741, 237346, 242426, 242793, 249092, 262335, 264019]",ENSG00000035115
3546,ENSG00000171853.grp_1.contained.ENST00000417243_L1_GTEx.brain_substantia_nigra_txrev,[3465692],ENSG00000171853
3547,ENSG00000143971.grp_2.contained.ENST00000462772_L2_FUSION.muscle_naive_txrev,"[67340685, 67369418, 67398219, 67402403, 67405935, 67415171]",ENSG00000143971
3548,ENSG00000162882.grp_1.contained.ENST00000404451_L1_GTEx.ovary_txrev,"[42770474, 42772307]",ENSG00000162882
3549,ENSG00000124006.grp_2.contained.ENST00000373876_L2_GTEx.lung_txrev,"[219520728, 219522093, 219526052, 219528508, 219529002, 219529326, 219543196, 219556734, 219557307, 219559047]",ENSG00000124006
3550,ENSG00000171853.grp_1.contained.ENST00000417243_L2_BrainSeq.brain_txrev,[3477760],ENSG00000171853
3551,ENSG00000144120.grp_1.contained.ENST00000424086_L1_GTEx.colon_transverse_txrev,"[119659211, 119664095, 119664371, 119665954, 119673087, 119673698, 119674583, 119675043]",ENSG00000144120
3552,ENSG00000152689.grp_1.contained.ENST00000490150_L2_FUSION.muscle_naive_txrev,"[33529859, 33537417, 33545200, 33549383, 33550119, 33550598, 33551040]",ENSG00000152689
3553,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GENCORD.LCL_txrev,[272051],ENSG00000143727
3554,ENSG00000168894.grp_2.contained.ENST00000456023_L1_GTEx.artery_tibial_txrev,"[85626892, 85642017, 85651035]",ENSG00000168894
3555,ENSG00000123992.grp_2.contained.ENST00000488051_L1_GTEx.heart_left_ventricle_txrev,[219391349],ENSG00000123992
3556,ENSG00000118640.grp_2.contained.ENST00000409760_L1_GTEx.lung_txrev,"[85574779, 85576774, 85578531, 85579143, 85582547, 85582580]",ENSG00000118640
3557,ENSG00000115107.grp_1.contained.ENST00000393110_L1_HipSci.iPSC_txrev,"[119227157, 119229389, 119229661, 119229711, 119230150, 119230989, 119231494, 119231505, 119232020, 119232060]",ENSG00000115107
3558,ENSG00000157827.grp_1.contained.ENST00000492942_L1_Quach_2016.monocyte_LPS_txrev,"[152425712, 152432458]",ENSG00000157827
3559,ENSG00000115486.grp_2.contained.ENST00000465637_L1_ROSMAP.brain_naive_txrev,[85589211],ENSG00000115486
3560,ENSG00000072163.grp_2.contained.ENST00000324938_L2_GTEx.adipose_subcutaneous_txrev,"[127648146, 127649372, 127649600]",ENSG00000072163
3561,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GTEx.thyroid_txrev,"[256414, 272051]",ENSG00000143727
3562,ENSG00000035115.grp_2.contained.ENST00000454318_L1_GTEx.uterus_txrev,[242793],ENSG00000035115
3563,ENSG00000118257.grp_2.contained.ENST00000464003_L1_Nedelec_2016.macrophage_Listeria_txrev,[205700776],ENSG00000118257
3564,ENSG00000135899.grp_2.contained.ENST00000489597_L1_BLUEPRINT_SE.monocyte_txrev,[230177064],ENSG00000135899
3565,ENSG00000152689.grp_2.contained.ENST00000482731_L1_GENCORD.LCL_txrev,[33561192],ENSG00000152689
3566,ENSG00000115274.grp_1.contained.ENST00000409493_L1_GTEx.esophagus_muscularis_txrev,"[74528651, 74529049]",ENSG00000115274
3567,ENSG00000163466.grp_1.contained.ENST00000315717_L1_Quach_2016.monocyte_R848_txrev,"[218217396, 218236792, 218237609, 218238857, 218240727, 218244641, 218245998, 218248233]",ENSG00000163466
3568,ENSG00000084734.grp_1.contained.ENST00000264717_L1_Quach_2016.monocyte_Pam3CSK4_txrev,[27499104],ENSG00000084734
3569,ENSG00000130294.grp_1.contained.ENST00000488776_L1_HipSci.iPSC_txrev,[240719951],ENSG00000130294
3570,ENSG00000124006.grp_2.contained.ENST00000489804_L1_FUSION.adipose_naive_txrev,"[219546059, 219546926, 219548412, 219549297, 219550873, 219550924, 219550995, 219552544]",ENSG00000124006
3571,ENSG00000151353.grp_2.contained.ENST00000281017_L1_Quach_2016.monocyte_Pam3CSK4_txrev,[671939],ENSG00000151353
3572,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.adipose_subcutaneous_txrev,"[86899541, 86920194, 86943945, 87033525, 87048371, 87049688, 87051761, 87075937, 87081494, 87084123]",ENSG00000183281
3573,ENSG00000118960.grp_2.contained.ENST00000304031_L1_Alasoo_2018.macrophage_naive_txrev,"[20637026, 20637709]",ENSG00000118960
3574,ENSG00000144362.grp_2.contained.ENST00000359744_L1_FUSION.muscle_naive_txrev,"[169694622, 169716893]",ENSG00000144362
3575,ENSG00000169604.grp_1.contained.ENST00000463335_L1_GTEx.colon_sigmoid_txrev,"[69102986, 69103152, 69103313]",ENSG00000169604
3576,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GTEx.stomach_txrev,"[256414, 272051]",ENSG00000143727
3577,ENSG00000143727.grp_2.contained.ENST00000453390_L1_GTEx.uterus_txrev,"[70187, 256414, 272051]",ENSG00000143727
3578,ENSG00000144115.grp_2.contained.ENST00000475910_L1_ROSMAP.brain_naive_txrev,"[88160073, 88161993, 88163636, 88165321, 88168057, 88168415, 88169585, 88170251, 88170344]",ENSG00000144115
3579,ENSG00000144115.grp_2.contained.ENST00000419759_L1_GTEx.esophagus_mucosa_txrev,"[88198388, 88199235, 88200818, 88201199, 88209802, 88210097, 88211872, 88212434]",ENSG00000144115
3580,ENSG00000135924.grp_2.contained.ENST00000482988_L1_GTEx.skin_sun_exposed_txrev,"[219273686, 219279688, 219281474, 219281680]",ENSG00000135924
3581,ENSG00000153093.grp_2.contained.ENST00000439055_L1_TwinsUK.LCL_txrev,"[110977552, 110978806, 110979246, 110979698]",ENSG00000153093
3582,ENSG00000240344.grp_2.contained.ENST00000497263_L1_GTEx.adipose_visceral_txrev,"[200877622, 200889340]",ENSG00000240344
3583,ENSG00000151689.grp_1.contained.ENST00000470892_L1_GTEx.skin_not_sun_exposed_txrev,"[190354389, 190354888, 190355612, 190360026, 190366777]",ENSG00000151689
3584,ENSG00000152291.grp_2.contained.ENST00000409232_L1_GTEx.colon_sigmoid_txrev,"[85321516, 85322745]",ENSG00000152291
3585,ENSG00000119147.grp_2.contained.ENST00000479337_L1_GTEx.brain_nucleus_accumbens_txrev,"[106071000, 106073280]",ENSG00000119147
